Engine speed,KMR_20_2020_10_20_Robert_Stanciu_5000_Part_1_WAVE_Solver.sum,Intake_rpm
rpm,N*m,
14500,32.49024963,6000
14000,34.88592911,6000
13500,37.27450943,6000
13000,39.67665863,6000
12499.99023,42.1423912,6000
12000,43.7463913,6000
11500,45.3196907,6000
11000.00977,46.95779037,6000
10500,50.13843918,6000
10000,49.45621872,6000
9500,51.11893845,6000
9000.009766,52.28208923,6000
8499.999023,49.8180809,6000
8000.00293,50.22819138,6000
7500.01123,49.86299896,6000
6999.996094,50.08552933,6000
6500.003906,49.50413895,6000
6000.003906,42.07733917,6000
5500.001953,38.81056976,6000
4999.998047,47.26861954,6000
4500.004883,46.94873047,6000
3999.99292,46.46643066,6000
3500,33.20072937,6000
3000.006104,35.66712952,6000
2500.00293,33.44150925,6000
2000.000977,28.74522018,6000
1499.999023,34.30582047,6000
999.9992065,35.34870911,6000
15000,29.78784943,6000
14500,32.18606949,6000
14000.00977,35.35195923,6000
13500,38.22208023,6000
13000.00977,40.83665085,6000
12500.00977,42.82492828,6000
11999.99023,44.30247116,6000
11500,45.79225159,6000
11000,47.20886993,6000
10499.99023,50.78038025,6000
10000,51.45571136,6000
9500.004883,53.2467804,6000
9000.006836,53.11697006,6000
8500.004883,49.88518143,6000
7999.998047,43.33332062,6000
7499.99707,41.72895813,6000
7000.001953,42.65526962,6000
6499.99707,47.10084915,6000
5999.994141,49.67465973,6000
5500.003906,45.81480026,6000
5000.003906,46.32875061,6000
4500.003906,46.81074142,6000
3999.99292,44.86959839,6000
3499.99707,33.49224854,6000
3000.00293,35.77500916,6000
2500.00293,33.42409134,6000
2000.000977,29.04445076,6000
1499.994995,35.12456894,6000
1000.004028,35.29056168,6000
15000.00977,29.30685997,6000
14500,32.35229874,6000
13999.99023,35.46268082,6000
13500,38.2336998,6000
12999.99023,40.70856094,6000
12499.99023,42.41381836,6000
12000,43.54133987,6000
11500.00977,44.93379974,6000
11000,46.52595901,6000
10500,50.37945938,6000
9999.995117,50.98001099,6000
9500.000977,53.67808914,6000
8999.995117,54.32611084,6000
8500.001953,52.59617996,6000
7999.999023,47.83251953,6000
7499.995117,43.16017151,6000
6999.990234,41.16559982,6000
6500.003906,44.63351059,6000
6000,48.29224014,6000
5500.000977,49.40575027,6000
5000.004883,46.34410858,6000
4500,45.04727936,6000
4000.008057,42.66706085,6000
3500.00293,35.18210983,6000
2999.999023,36.6739502,6000
2499.999023,32.45502853,6000
1999.995972,30.12714005,6000
1499.989014,35.60652924,6000
1000.000977,35.56629944,6000
15000,30.43462944,6000
14500,33.10161972,6000
14000,35.87593079,6000
13500.00977,38.29763031,6000
12999.99023,40.2615509,6000
12500,41.60039902,6000
11999.99023,42.48527145,6000
11500.00977,44.03691101,6000
10999.98047,45.8620491,6000
10500.00977,49.63449097,6000
10000.00977,49.81349182,6000
9499.992188,52.79626083,6000
8999.995117,53.94242859,6000
8500.001953,52.97198105,6000
7999.994141,51.03332901,6000
7499.993164,47.70349884,6000
6999.998047,45.01248932,6000
6500.004883,42.85668945,6000
6000.003906,45.41527176,6000
5499.996094,50.2156601,6000
4999.999023,46.82075119,6000
4499.998047,42.91014099,6000
4000,39.86901093,6000
3499.998047,35.41677094,6000
3000.001953,37.85380936,6000
2499.996094,30.33643913,6000
1999.999023,30.8801899,6000
1500.001953,35.67948151,6000
999.9909058,35.95605087,6000
15000,31.16773987,6000
14499.99023,34.15790176,6000
14000,36.7328186,6000
13500,38.97949982,6000
13000.00977,40.67910004,6000
12499.99023,42.01538849,6000
12000,43.28702927,6000
11500.00977,45.11883926,6000
11000,46.76213837,6000
10500.00977,50.40567017,6000
9999.999023,50.71846008,6000
9500.004883,52.29256058,6000
9000.004883,52.16225052,6000
8499.995117,47.56768036,6000
7999.994141,43.07226181,6000
7500.00293,42.42861938,6000
7000.005859,45.21343994,6000
